站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20230706154300,20.1,1026.3,68,78,9.2,0.5,10205.6
58519,20230706154300,11.2,1019.8,89,269,11.1,0.0,10306.1
58527,20230706154300,25.2,1023.1,18,301,11.3,0.2,10266.1
58600,20230706154300,28.5,1003.5,93,202,11.6,1.2,10447.8
58606,20230706154300,20.5,1017.8,27,149,7.6,0.7,10400.1
58608,20230706154300,6.9,1019.8,34,233,0.3,0.3,10354.1
58622,20230706154300,1.6,1009.7,47,51,14.3,0.3,10230.8
58626,20230706154300,15.6,1008.6,74,203,13.8,0.6,10200.4
58634,20230706154300,15.4,1007.7,20,221,4.2,0.6,10439.0
58637,20230706154300,27.1,1000.9,19,122,10.2,0.5,10008.8
58705,20230706154300,10.7,1015.6,43,54,2.3,0.6,10477.9
58715,20230706154300,31.8,1010.4,92,144,12.2,0.7,10099.2
58718,20230706154300,31.0,1008.7,53,26,4.2,0.6,10286.4
58806,20230706154300,8.4,1013.2,88,127,6.3,0.8,10435.3
58813,20230706154300,26.6,1022.6,13,135,11.7,0.7,10290.7
59092,20230706154300,9.2,1019.6,1,290,13.1,0.0,10002.9
59102,20230706154300,15.5,1018.2,15,176,0.7,1.4,10267.2
54236,20230706154300,4.9,1007.5,98,223,14.4,1.3,10150.0
54237,20230706154300,25.8,1000.2,2,246,9.5,1.3,10228.0
54243,20230706154300,31.2,1010.1,34,254,4.8,0.1,10080.5
54254,20230706154300,23.1,1023.2,51,326,11.7,0.8,10492.5
54259,20230706154300,22.4,1016.4,37,83,1.5,1.1,10024.4
54324,20230706154300,11.1,1019.5,72,261,4.0,1.0,10466.2
54326,20230706154300,18.5,1009.5,27,348,10.2,0.4,10069.6
54333,20230706154300,10.0,1025.5,93,103,10.5,1.3,10478.3
54334,20230706154300,7.4,1011.9,12,150,3.4,0.5,10498.0
54335,20230706154300,25.1,1003.0,57,42,14.1,1.3,10278.0
54337,20230706154300,13.1,1020.8,37,256,14.8,1.2,10498.8
54339,20230706154300,10.0,1002.2,33,32,5.0,1.0,10472.5
54342,20230706154300,10.7,1011.5,77,293,14.5,0.1,10430.1
54346,20230706154300,7.9,1009.5,71,152,12.0,0.7,10194.3
54349,20230706154300,16.3,1000.5,39,14,1.3,0.6,10142.1
54351,20230706154300,16.2,1008.9,36,44,14.9,0.2,10179.9
54353,20230706154300,5.1,1020.9,99,30,1.2,0.1,10170.0
54365,20230706154300,30.9,1022.1,98,50,9.8,1.0,10129.4
54452,20230706154300,12.1,1012.6,0,254,11.2,0.7,10036.9
54454,20230706154300,17.7,1015.7,57,91,12.3,0.7,10289.6
54455,20230706154300,22.2,1018.8,9,163,12.4,0.9,10438.8
54470,20230706154300,18.8,1004.3,60,307,14.1,0.2,10133.2
54471,20230706154300,24.2,1004.7,93,173,7.4,1.2,10474.5
54472,20230706154300,23.8,1011.9,55,317,9.8,1.2,10452.0
54476,20230706154300,12.1,1024.1,80,194,8.6,1.4,10108.7
54486,20230706154300,26.0,1004.5,75,279,1.8,0.3,10268.7
54493,20230706154300,1.2,1020.7,88,174,3.6,1.5,10343.2
54497,20230706154300,31.0,1001.2,14,340,0.8,0.7,10191.6
54563,20230706154300,20.6,1024.8,94,358,8.9,1.2,10429.1
54579,20230706154300,2.5,1025.4,21,138,2.1,1.2,10092.5
54584,20230706154300,29.0,1025.8,47,4,13.0,0.3,10482.8
54660,20230706154300,26.6,1004.3,69,329,0.2,0.3,10113.2
54662,20230706154300,6.1,1010.0,94,147,13.4,0.2,10276.2
50425,20230706154300,7.5,1004.9,24,83,3.0,0.7,10035.9
50434,20230706154300,5.2,1024.1,94,294,10.9,0.1,10475.3
50514,20230706154300,34.1,1000.3,68,330,11.8,0.1,10417.3
50527,20230706154300,7.0,1004.4,44,3,3.7,0.0,10476.0
50548,20230706154300,7.3,1007.5,17,18,4.7,0.2,10265.1
50603,20230706154300,12.7,1014.3,72,99,11.4,0.0,10323.1
50618,20230706154300,2.6,1019.4,61,289,8.7,1.5,10201.1
50632,20230706154300,10.7,1010.6,57,189,5.3,1.5,10160.9
50639,20230706154300,9.0,1001.5,58,73,8.7,0.0,10128.3
50727,20230706154300,33.4,1020.5,7,212,8.5,0.3,10147.0
50834,20230706154300,0.0,1004.9,89,56,12.8,0.4,10295.3
50838,20230706154300,21.7,1015.9,15,156,9.2,0.3,10022.8
50915,20230706154300,14.7,1023.1,87,77,2.3,0.2,10309.4
50924,20230706154300,21.1,1012.0,85,245,9.7,0.3,10219.5
52267,20230706154300,13.3,1006.7,74,113,2.8,0.2,10087.8
52495,20230706154300,25.8,1019.3,32,85,9.4,1.5,10218.6
52576,20230706154300,3.7,1015.9,99,264,13.5,0.5,10082.6
53068,20230706154300,0.9,1000.6,41,202,12.1,0.6,10267.6
53083,20230706154300,26.8,1026.0,16,281,11.8,0.2,10264.5
53149,20230706154300,34.8,1022.3,37,227,12.8,1.4,10332.8
53192,20230706154300,12.3,1013.5,45,132,8.4,1.3,10490.0
53195,20230706154300,2.2,1008.1,44,333,9.2,0.7,10240.4
53276,20230706154300,16.5,1002.0,90,94,2.1,0.7,10135.4
53336,20230706154300,29.1,1010.2,78,89,4.7,1.3,10251.0
53352,20230706154300,2.6,1003.6,34,181,7.7,0.7,10404.8
53362,20230706154300,26.3,1021.0,50,95,9.8,0.0,10188.0
53367,20230706154300,34.3,1014.4,82,238,13.4,1.0,10398.7
53391,20230706154300,15.5,1019.3,13,218,14.3,0.6,10316.8
53446,20230706154300,24.0,1009.9,93,208,6.1,0.5,10362.6
53463,20230706154300,29.0,1008.9,65,193,11.6,1.2,10117.1
53480,20230706154300,1.7,1007.6,90,120,2.5,0.1,10287.3
53502,20230706154300,5.9,1011.2,92,187,14.2,1.5,10112.5
53513,20230706154300,8.5,1012.7,42,168,13.6,1.0,10227.3
53529,20230706154300,29.9,1018.4,98,319,1.6,1.2,10371.5
53543,20230706154300,33.2,1016.7,28,331,13.8,1.5,10193.3
53547,20230706154300,21.3,1006.2,40,135,7.1,0.5,10201.7
53602,20230706154300,16.4,1012.3,76,191,10.5,0.1,10405.8
54012,20230706154300,24.3,1009.8,35,25,8.2,1.4,10126.3
54026,20230706154300,14.8,1025.4,99,43,10.7,1.1,10425.9
54027,20230706154300,29.7,1007.0,21,303,4.9,1.2,10106.2
54102,20230706154300,22.1,1021.1,98,87,8.1,0.7,10388.7
54115,20230706154300,28.8,1003.3,58,103,12.1,1.4,10215.9
54134,20230706154300,30.6,1020.5,29,324,0.4,1.0,10344.6
54135,20230706154300,26.3,1014.8,50,281,3.3,0.0,10221.7
54208,20230706154300,18.4,1026.1,24,75,13.9,1.4,10049.9
54213,20230706154300,2.0,1022.4,80,240,14.8,1.5,10186.1
54218,20230706154300,17.1,1019.0,89,127,0.5,0.9,10009.9
54226,20230706154300,20.9,1001.4,35,353,0.7,0.9,10136.4
53519,20230706154300,34.0,1002.0,10,287,3.3,0.8,10262.4
53612,20230706154300,32.2,1010.1,72,324,11.5,1.4,10195.3
53614,20230706154300,16.5,1002.7,16,67,7.4,1.2,10385.2
53615,20230706154300,22.9,1004.3,76,50,10.2,1.0,10479.9
53704,20230706154300,21.0,1022.9,66,172,5.7,1.5,10393.0
53705,20230706154300,19.2,1009.3,76,285,1.9,1.1,10084.7
53723,20230706154300,18.7,1009.5,35,322,2.4,0.2,10424.5
53806,20230706154300,19.8,1008.8,29,147,0.1,0.6,10182.3
53810,20230706154300,0.3,1013.5,6,325,7.2,0.6,10460.2
53817,20230706154300,18.1,1002.9,47,323,9.9,1.1,10484.8
53903,20230706154300,1.9,1025.6,92,148,1.1,0.0,10414.3
53910,20230706154300,13.7,1007.4,61,245,12.4,1.2,10200.9
51886,20230706154300,7.5,1025.1,65,318,11.7,1.5,10052.8
52602,20230706154300,14.1,1022.7,80,272,6.1,0.3,10109.6
52633,20230706154300,6.1,1025.4,75,332,8.5,0.6,10305.8
52645,20230706154300,19.9,1008.8,87,26,9.4,0.2,10417.3
52657,20230706154300,21.8,1013.7,10,163,0.1,0.6,10244.4
52707,20230706154300,11.8,1024.4,72,179,9.9,1.1,10392.3
52713,20230706154300,6.0,1024.6,4,103,8.0,0.2,10473.2
52737,20230706154300,1.5,1013.4,99,336,1.4,1.0,10271.6
52754,20230706154300,15.8,1003.2,22,206,3.7,1.1,10475.6
52765,20230706154300,19.0,1020.0,66,320,13.1,0.8,10086.6
52818,20230706154300,33.0,1020.9,51,353,10.5,1.2,10330.0
52825,20230706154300,28.5,1002.9,71,252,0.3,0.7,10131.0
52833,20230706154300,1.8,1006.4,2,28,4.4,0.3,10170.0
52836,20230706154300,18.3,1010.9,35,133,11.4,0.7,10014.4
52842,20230706154300,9.6,1000.6,100,258,0.0,1.4,10485.9
52856,20230706154300,0.5,1000.0,48,192,3.9,0.8,10493.8
52866,20230706154300,19.5,1003.1,25,15,12.1,0.9,10247.7
52868,20230706154300,21.7,1013.0,10,80,7.5,0.3,10459.3
52876,20230706154300,34.1,1002.0,6,59,0.6,0.2,10106.2
52908,20230706154300,25.6,1014.7,79,133,6.2,1.3,10196.9
52943,20230706154300,20.4,1008.7,12,181,3.9,0.3,10437.0
52955,20230706154300,26.2,1007.3,72,189,6.3,1.4,10195.3
52974,20230706154300,24.0,1018.4,64,304,6.1,1.2,10299.7
56004,20230706154300,16.8,1019.3,19,276,10.0,0.3,10356.6
56018,20230706154300,1.4,1022.8,95,188,6.8,0.1,10004.9
56021,20230706154300,5.9,1019.2,61,41,8.0,1.3,10414.9
56029,20230706154300,4.5,1023.1,64,288,2.2,1.3,10475.0
56033,20230706154300,8.3,1011.5,52,181,3.5,0.5,10482.1
56034,20230706154300,13.5,1013.0,53,229,10.0,0.3,10347.0
56043,20230706154300,26.8,1025.0,24,297,3.2,0.9,10263.7
56046,20230706154300,16.4,1022.8,81,231,11.1,0.3,10463.8
56065,20230706154300,33.3,1019.8,81,36,3.5,1.1,10171.6
56067,20230706154300,7.0,1011.3,19,77,9.8,0.0,10442.1
56125,20230706154300,30.0,1020.4,14,359,0.4,0.8,10139.5
56151,20230706154300,33.8,1023.9,68,342,4.7,0.3,10436.1
54715,20230706154300,0.8,1003.8,10,253,7.1,0.5,10095.9
54725,20230706154300,0.9,1023.1,55,281,8.6,0.0,10014.7
54727,20230706154300,23.6,1024.6,75,96,14.5,0.7,10204.0
54744,20230706154300,25.2,1009.5,63,350,6.5,0.3,10126.7
54751,20230706154300,16.4,1014.5,50,345,10.3,0.0,10006.7
54753,20230706154300,27.7,1007.6,38,318,3.9,1.2,10055.1
54764,20230706154300,17.5,1002.8,75,301,5.6,0.8,10151.7
54774,20230706154300,15.2,1025.0,40,156,5.1,1.3,10284.6
54776,20230706154300,16.8,1010.5,96,264,3.1,1.0,10454.5
54808,20230706154300,13.6,1010.3,1,105,5.4,0.0,10477.6
54823,20230706154300,29.4,1025.0,43,211,12.5,0.5,10026.7
54826,20230706154300,33.2,1020.5,81,286,9.5,1.2,10326.5
54836,20230706154300,4.8,1024.4,8,28,2.4,0.4,10043.4
54842,20230706154300,30.7,1007.6,6,166,11.9,1.4,10379.0
54843,20230706154300,17.4,1022.0,37,200,8.2,0.6,10140.2
54857,20230706154300,15.9,1011.9,88,171,12.9,0.3,10491.9
54863,20230706154300,32.7,1010.2,29,227,10.8,0.0,10393.7
54909,20230706154300,3.4,1026.3,87,14,8.4,0.3,10181.5
54916,20230706154300,5.4,1006.0,72,70,1.7,1.0,10124.6
54929,20230706154300,10.1,1024.5,86,290,14.0,0.6,10150.7
54936,20230706154300,17.1,1010.7,95,28,14.1,0.3,10447.5
54945,20230706154300,4.9,1008.8,50,96,2.1,0.5,10154.4
58034,20230706154300,30.7,1004.7,54,181,5.4,0.5,10306.0
53478,20230706154300,27.1,1007.4,41,72,10.6,0.3,10131.8
53487,20230706154300,9.6,1013.4,36,58,10.6,0.8,10277.8
53490,20230706154300,30.0,1011.8,69,159,0.6,1.4,10424.8
53564,20230706154300,22.9,1008.1,64,87,9.4,1.5,10425.6
53578,20230706154300,5.0,1025.5,97,122,1.1,0.1,10306.3
53579,20230706154300,6.7,1003.6,75,34,10.7,1.4,10498.3
53588,20230706154300,1.4,1007.2,44,4,8.0,0.1,10313.1
53594,20230706154300,33.9,1008.0,82,158,2.7,0.8,10485.4
53663,20230706154300,17.3,1001.5,8,253,2.7,1.0,10236.8
53664,20230706154300,18.8,1006.7,39,215,8.6,0.7,10226.2
53673,20230706154300,34.3,1011.7,95,309,0.1,0.0,10061.3
53687,20230706154300,28.1,1023.4,45,40,3.6,0.8,10229.7
53764,20230706154300,26.5,1023.1,85,18,12.8,0.6,10041.1
53772,20230706154300,25.5,1019.9,97,223,11.2,0.1,10471.1
53775,20230706154300,14.8,1006.1,39,353,9.5,0.6,10265.2
53787,20230706154300,34.6,1000.7,38,267,9.3,0.5,10305.4
53853,20230706154300,2.9,1009.0,39,35,3.2,1.5,10195.0
53859,20230706154300,11.0,1016.5,70,76,1.4,0.5,10201.5
53863,20230706154300,12.8,1009.1,60,158,11.9,1.1,10453.5
53868,20230706154300,26.4,1022.5,22,10,13.9,1.5,10450.9
53877,20230706154300,23.4,1013.3,61,45,3.8,0.5,10417.3
53882,20230706154300,2.2,1007.2,27,95,7.4,0.3,10339.9
53884,20230706154300,23.9,1009.6,51,139,14.5,0.9,10392.8
53959,20230706154300,26.4,1008.1,98,149,6.3,0.9,10341.2
53963,20230706154300,30.2,1007.0,59,298,12.5,1.5,10321.7
53968,20230706154300,11.6,1007.6,93,128,13.1,1.4,10066.7
53975,20230706154300,10.5,1024.9,87,76,13.6,0.1,10189.0
57052,20230706154300,8.1,1019.1,27,327,12.2,0.4,10248.3
53646,20230706154300,13.7,1007.0,3,311,13.7,0.9,10392.4
53651,20230706154300,11.3,1013.5,74,179,3.3,0.8,10318.8
53725,20230706154300,26.4,1009.0,39,130,4.0,0.5,10475.7
53735,20230706154300,12.8,1007.4,19,291,13.0,0.0,10216.6
53738,20230706154300,30.4,1009.5,93,121,7.5,0.3,10231.3
53740,20230706154300,21.3,1017.8,16,138,8.5,0.2,10218.9
53754,20230706154300,11.9,1012.5,49,73,7.1,1.1,10053.0
53845,20230706154300,26.3,1007.0,21,331,0.9,0.8,10405.8
53854,20230706154300,24.2,1003.4,44,166,10.1,1.5,10366.1
53929,20230706154300,17.7,1010.3,21,262,1.7,0.2,10429.4
53942,20230706154300,20.2,1009.6,10,303,13.8,1.3,10293.9
53948,20230706154300,26.1,1003.9,80,304,2.6,0.6,10046.8
53955,20230706154300,28.7,1011.0,86,249,10.6,0.2,10430.1
57003,20230706154300,20.7,1019.4,51,196,14.8,0.0,10325.7
57025,20230706154300,26.5,1005.5,74,319,11.8,0.7,10097.2
57028,20230706154300,15.7,1022.5,58,68,1.6,0.4,10001.1
57030,20230706154300,19.4,1019.5,22,241,0.0,1.0,10312.2
57034,20230706154300,5.8,1010.9,99,335,6.3,1.1,10157.6
57037,20230706154300,1.3,1010.6,1,308,3.4,0.1,10400.1
57046,20230706154300,0.2,1003.2,46,161,14.9,1.1,10428.4
57048,20230706154300,21.7,1003.2,3,251,7.2,1.1,10363.4
57049,20230706154300,2.4,1000.9,43,222,0.5,0.3,10325.6
57106,20230706154300,7.1,1019.4,29,264,5.7,0.0,10060.4
57124,20230706154300,29.1,1019.4,62,244,13.4,1.2,10419.5
57127,20230706154300,28.3,1012.8,51,171,8.0,1.4,10490.2
57131,20230706154300,20.5,1023.8,98,29,13.9,0.3,10035.7
57134,20230706154300,4.5,1016.2,31,176,1.8,0.4,10332.9
57140,20230706154300,7.6,1002.7,26,189,7.4,0.6,10359.3
57143,20230706154300,25.8,1008.9,6,183,0.7,1.0,10206.2
57144,20230706154300,19.0,1023.4,88,225,13.9,0.4,10466.7
57154,20230706154300,32.8,1000.8,11,115,0.2,1.2,10338.1
57211,20230706154300,22.3,1015.3,43,201,7.3,0.9,10229.8
57232,20230706154300,24.9,1015.7,15,339,3.8,1.5,10096.6
57238,20230706154300,14.8,1006.8,26,20,5.2,1.4,10128.0
57245,20230706154300,29.3,1007.9,25,192,7.4,0.6,10488.2
57343,20230706154300,27.9,1014.7,85,284,2.1,0.3,10435.2
58362,20230706154300,9.4,1016.4,45,203,13.8,1.1,10074.7
56038,20230706154300,22.9,1006.1,46,139,5.0,1.3,10348.3
56079,20230706154300,20.4,1000.1,65,68,10.8,0.7,10195.9
56144,20230706154300,3.4,1012.2,90,33,2.0,1.4,10258.2
56146,20230706154300,24.3,1009.9,6,59,14.6,1.4,10434.6
56152,20230706154300,33.4,1004.4,25,145,9.6,1.2,10318.5
56167,20230706154300,29.8,1000.4,88,142,7.7,1.5,10223.6
56172,20230706154300,28.5,1003.2,49,60,0.4,1.4,10062.5
56173,20230706154300,2.6,1010.0,29,199,6.0,0.5,10172.9
56178,20230706154300,25.6,1005.0,7,182,10.5,1.2,10224.8
56182,20230706154300,0.3,1003.4,67,1,3.5,0.0,10400.1
56187,20230706154300,31.2,1015.9,44,20,12.6,0.0,10074.0
56188,20230706154300,28.1,1019.0,91,79,9.1,0.0,10070.9
56196,20230706154300,0.3,1023.1,9,229,3.1,1.0,10149.8
56247,20230706154300,3.6,1012.5,84,239,0.1,0.0,10489.4
56251,20230706154300,8.8,1018.6,87,51,2.5,1.0,10230.9
56257,20230706154300,30.4,1005.3,65,305,7.1,0.4,10301.9
56287,20230706154300,16.2,1013.7,92,125,4.3,0.1,10027.4
56357,20230706154300,2.6,1007.7,62,315,7.9,0.9,10182.7
56374,20230706154300,3.1,1024.6,18,259,9.9,1.1,10231.5
56385,20230706154300,17.6,1019.0,21,230,9.5,0.4,10240.2
56386,20230706154300,1.6,1023.8,24,268,3.2,0.7,10295.0
56459,20230706154300,22.7,1011.7,33,133,12.1,0.9,10360.7
56462,20230706154300,25.1,1014.9,3,94,10.7,1.4,10189.0
56475,20230706154300,5.6,1004.3,5,172,7.8,1.3,10441.2
56479,20230706154300,12.3,1011.6,81,70,13.9,1.0,10113.7
56485,20230706154300,32.3,1006.0,12,50,10.4,0.7,10414.6
56492,20230706154300,22.6,1015.7,89,67,3.8,0.3,10146.6
56565,20230706154300,4.5,1000.0,77,73,14.8,1.0,10279.6
56571,20230706154300,7.8,1020.7,72,173,5.8,0.3,10232.9
56666,20230706154300,34.9,1013.4,18,142,7.6,1.0,10379.8
56671,20230706154300,13.2,1000.8,15,128,6.8,0.7,10265.9
57206,20230706154300,25.6,1020.0,95,42,7.7,0.7,10275.2
57237,20230706154300,22.5,1002.5,84,165,1.9,1.0,10202.5
57306,20230706154300,22.9,1008.9,99,288,11.8,1.2,10448.7
57313,20230706154300,14.6,1008.8,84,118,13.2,0.6,10195.8
57314,20230706154300,0.0,1002.5,4,118,0.8,1.5,10441.4
57328,20230706154300,3.5,1002.1,22,273,1.3,0.5,10293.5
57405,20230706154300,18.3,1009.0,79,12,4.6,0.8,10392.6
57411,20230706154300,26.6,1018.5,85,222,11.9,1.0,10254.6
57503,20230706154300,10.3,1011.3,73,165,13.5,0.6,10112.1
57604,20230706154300,14.3,1011.7,81,161,3.3,0.0,10228.0
57608,20230706154300,4.6,1003.6,45,259,7.3,0.2,10354.0
54525,20230706154300,21.9,1009.1,46,245,14.8,0.8,10119.4
54527,20230706154300,31.9,1016.8,8,284,3.6,1.1,10093.0
54623,20230706154300,12.2,1000.8,63,277,2.2,0.1,10277.3
55228,20230706154300,25.5,1010.6,0,124,8.2,0.9,10007.5
55248,20230706154300,5.6,1011.8,2,327,5.1,0.4,10140.7
55279,20230706154300,29.9,1005.8,73,301,11.1,0.0,10450.3
55294,20230706154300,14.8,1013.7,1,42,11.7,0.8,10017.0
55299,20230706154300,14.0,1017.9,0,157,7.2,0.6,10165.2
55437,20230706154300,10.6,1016.5,5,324,7.0,0.0,10413.2
55472,20230706154300,2.3,1023.5,14,163,4.0,0.9,10204.9
55493,20230706154300,20.1,1009.3,30,51,11.2,1.2,10295.6
55569,20230706154300,22.9,1002.9,93,31,14.5,0.3,10289.8
55578,20230706154300,11.7,1011.8,69,176,0.9,0.7,10012.8
55585,20230706154300,8.1,1001.1,38,275,6.3,0.9,10222.4
55591,20230706154300,10.3,1005.8,58,216,4.3,1.5,10200.2
55598,20230706154300,15.7,1008.0,44,46,3.6,0.6,10001.3
55655,20230706154300,3.4,1022.8,65,53,11.7,0.1,10394.6
55664,20230706154300,22.8,1011.6,82,31,8.7,0.2,10133.5
55680,20230706154300,15.2,1003.5,88,117,11.5,1.4,10355.2
55681,20230706154300,10.8,1007.6,55,95,8.8,1.1,10247.0
55690,20230706154300,2.6,1024.6,26,80,12.7,1.4,10473.0
55696,20230706154300,29.6,1022.1,12,114,10.7,1.3,10318.7
55773,20230706154300,9.6,1006.6,83,328,7.6,0.4,10381.2
56106,20230706154300,14.1,1003.9,94,191,12.5,0.4,10442.1
56116,20230706154300,26.3,1016.7,71,269,12.0,1.5,10388.5
56137,20230706154300,34.7,1016.3,97,33,3.1,0.7,10115.9
56202,20230706154300,23.8,1002.3,35,256,11.1,0.9,10320.4
56223,20230706154300,3.7,1024.0,55,340,4.4,0.0,10193.6
56227,20230706154300,22.1,1004.9,11,164,7.1,0.4,10017.7
56312,20230706154300,4.1,1012.0,25,311,5.1,1.2,10054.9
56331,20230706154300,23.2,1010.9,83,333,14.2,0.9,10394.0
56434,20230706154300,30.3,1019.8,96,222,9.5,1.1,10114.8
51053,20230706154300,34.2,1021.7,90,233,2.1,0.6,10248.9
51059,20230706154300,29.2,1019.4,67,6,10.6,0.0,10368.6
51060,20230706154300,10.7,1002.0,19,262,10.9,0.9,10039.4
51068,20230706154300,25.4,1013.3,82,189,6.8,0.6,10491.3
51076,20230706154300,6.6,1001.2,81,348,6.9,1.2,10247.7
51087,20230706154300,29.3,1017.7,22,47,9.3,0.3,10162.5
51133,20230706154300,5.2,1017.4,83,19,4.9,0.8,10383.3
51156,20230706154300,1.1,1013.6,84,215,13.2,0.5,10297.6
51186,20230706154300,0.0,1015.5,97,356,2.9,1.5,10156.9
51232,20230706154300,29.9,1013.8,50,32,10.7,0.9,10497.3
51238,20230706154300,30.3,1000.5,22,55,6.6,0.7,10099.6
51241,20230706154300,21.8,1012.7,24,319,12.1,0.8,10469.6
51243,20230706154300,25.3,1006.6,34,205,14.9,0.3,10306.5
51288,20230706154300,2.8,1022.5,43,329,7.3,0.0,10472.3
51330,20230706154300,8.2,1024.3,88,5,8.5,1.4,10395.4
51334,20230706154300,15.3,1004.9,78,311,4.9,1.1,10425.2
51346,20230706154300,27.0,1005.2,71,355,0.1,1.5,10131.0
51358,20230706154300,20.0,1011.7,74,208,10.2,1.3,10264.4
51365,20230706154300,2.7,1021.0,70,99,2.5,1.2,10146.8
51367,20230706154300,11.0,1019.3,0,134,12.0,1.2,10413.0
51379,20230706154300,17.1,1008.4,96,91,4.7,0.0,10222.8
51431,20230706154300,0.0,1021.2,78,310,14.9,0.1,10045.3
51433,20230706154300,5.3,1010.0,23,102,1.7,0.4,10481.1
51437,20230706154300,9.3,1019.7,90,25,11.1,0.0,10492.4
51463,20230706154300,13.3,1015.6,84,264,6.2,0.9,10060.8
51467,20230706154300,20.9,1003.3,98,51,1.1,1.5,10458.2
51469,20230706154300,11.2,1016.6,0,216,7.8,0.0,10159.9
51470,20230706154300,9.6,1020.0,58,341,12.3,1.1,10067.8
51477,20230706154300,33.4,1018.3,68,299,0.1,1.1,10257.3
51495,20230706154300,1.3,1005.9,9,45,7.7,0.7,10450.3
51526,20230706154300,34.0,1021.1,73,353,11.5,0.2,10185.0
51542,20230706154300,19.5,1010.0,18,71,9.3,0.0,10153.8
51567,20230706154300,31.6,1019.9,20,52,6.9,0.1,10128.4
51573,20230706154300,2.0,1025.6,90,134,7.0,0.8,10187.5
51581,20230706154300,24.9,1011.9,32,340,9.7,1.3,10042.6
51628,20230706154300,26.4,1001.0,36,90,2.8,1.3,10030.9
51633,20230706154300,32.1,1024.2,13,37,14.7,0.9,10031.1
51639,20230706154300,26.6,1004.1,40,9,11.2,1.0,10433.5
51642,20230706154300,13.4,1021.0,0,283,2.1,1.3,10418.4
51644,20230706154300,32.0,1014.0,45,195,8.0,0.2,10166.0
51655,20230706154300,31.0,1007.6,48,341,11.3,0.4,10043.5
51656,20230706154300,21.2,1009.6,33,191,8.7,0.3,10135.8
51701,20230706154300,14.9,1003.5,9,43,9.7,0.1,10253.6
51704,20230706154300,6.8,1004.8,0,199,10.3,1.1,10159.8
51705,20230706154300,28.6,1002.0,63,96,11.1,0.5,10126.1
51709,20230706154300,7.7,1010.4,56,49,7.7,1.2,10053.4
51711,20230706154300,1.5,1018.4,26,356,10.7,0.7,10461.8
51716,20230706154300,30.4,1009.0,55,165,4.1,0.5,10141.2
51720,20230706154300,9.4,1019.3,55,252,2.4,1.3,10206.0
51730,20230706154300,13.7,1016.7,20,14,10.8,1.1,10046.1
51747,20230706154300,28.6,1008.9,42,283,10.1,0.1,10428.4
51765,20230706154300,30.8,1000.3,87,112,3.1,0.6,10186.1
51777,20230706154300,12.2,1022.3,6,328,13.6,1.5,10371.7
51804,20230706154300,1.2,1009.6,57,190,1.1,1.3,10290.4
51810,20230706154300,27.1,1016.3,58,199,8.0,0.5,10093.8
51811,20230706154300,13.1,1005.0,48,171,8.0,0.1,10215.9
51818,20230706154300,16.1,1015.8,64,303,0.8,1.0,10288.9
51828,20230706154300,4.4,1024.8,76,267,6.6,1.5,10418.1
51839,20230706154300,2.7,1008.5,71,9,9.8,0.2,10111.2
51855,20230706154300,33.0,1012.0,68,283,1.7,0.5,10469.9
51931,20230706154300,34.7,1011.7,17,179,11.2,1.1,10295.8
52101,20230706154300,32.0,1007.2,0,107,10.7,1.5,10406.5
52112,20230706154300,27.4,1013.0,3,3,9.2,1.2,10397.6
52118,20230706154300,4.1,1018.1,40,323,0.3,0.0,10207.4
52203,20230706154300,12.0,1007.7,37,230,1.1,0.7,10453.8
52313,20230706154300,12.4,1012.5,36,356,2.0,1.4,10205.9
56444,20230706154300,2.7,1023.0,55,301,8.6,1.2,10110.3
56533,20230706154300,27.8,1016.7,79,61,14.5,0.2,10416.6
56543,20230706154300,0.1,1015.9,77,63,1.3,1.3,10273.8
56548,20230706154300,17.5,1006.3,50,21,4.5,0.2,10319.5
56586,20230706154300,16.5,1017.0,69,223,11.5,0.6,10360.6
56643,20230706154300,25.3,1013.8,34,184,7.2,0.3,10385.5
56651,20230706154300,21.9,1005.4,1,320,5.4,0.6,10076.8
56664,20230706154300,31.9,1015.0,70,114,10.5,0.4,10496.3
56684,20230706154300,5.2,1003.3,47,320,10.0,0.2,10019.6
56739,20230706154300,11.7,1011.3,78,101,0.3,0.9,10169.6
56748,20230706154300,2.7,1010.3,45,307,1.9,0.1,10200.5
56751,20230706154300,17.5,1005.5,73,65,3.7,0.9,10268.1
56763,20230706154300,34.2,1003.1,48,37,14.1,0.4,10024.9
56768,20230706154300,9.1,1005.3,22,268,1.6,0.7,10365.2
56778,20230706154300,22.2,1004.5,56,169,3.8,0.9,10282.8
56786,20230706154300,16.0,1003.7,14,175,4.7,0.3,10176.1
56838,20230706154300,33.7,1005.3,68,9,10.9,0.7,10429.4
56856,20230706154300,30.0,1025.2,89,213,4.7,0.7,10020.0
56872,20230706154300,31.3,1024.3,68,97,3.3,0.2,10081.0
56875,20230706154300,12.2,1015.5,20,234,6.7,1.5,10115.3
56886,20230706154300,26.6,1025.5,17,3,7.3,1.4,10058.7
56946,20230706154300,33.5,1018.0,70,357,3.2,0.7,10387.4
56950,20230706154300,22.9,1013.6,87,344,11.1,0.8,10006.5
56951,20230706154300,34.5,1017.1,34,329,3.1,1.2,10002.0
56954,20230706154300,20.0,1006.8,72,249,9.5,0.6,10317.1
